user_id,Attrition
656,0.7763761001641445
308,0.056594174253983415
253,0.18704261409045742
1084,0.22409620549996417
113,0.12342488206472693
1292,0.06616200583322787
898,0.0010398097125192728
295,0.11657495766262342
608,0.1333266492857488
175,0.06020978783612993
970,0.17083494852141956
45,0.03655235015352994
487,0.1457817969749959
1358,0.10103352574218463
55,0.07783647244426808
657,0.04239102609738151
1126,0.0207901816002125
254,0.033107438033545614
491,0.12887174117653766
867,0.0007637764398795379
1396,0.7183496678111241
587,0.05660398691239963
863,0.07153582698264559
536,0.5709631517976839
619,0.020609875764838487
192,0.5919721054338568
1411,0.27519214437080824
1460,0.2932742069550437
1273,0.3437997418719508
1425,0.28814470390818653
574,0.035208666013336394
108,0.0488060294705181
651,0.13087184921246717
567,0.02484727428861513
728,0.006884743307277553
842,0.26621895772473897
426,0.05309011797413756
260,0.2097054578459401
580,0.18591475052786938
1021,0.7331955380351675
1173,0.02811455339606534
572,0.20073406433636523
679,0.04762242934188194
1349,0.4168271544556906
233,0.0005993839780855436
303,0.17205973537292787
506,0.02213383580714059
364,0.054847982304384583
1100,0.21544485288505355
27,0.08348904829919436
1056,0.20880447054453793
317,0.18548382895385362
471,0.0060816766425829845
907,0.014799443281138218
202,0.10761909177508283
1129,0.008974372107724114
1069,0.19307798946555504
1263,0.07926191664517723
381,0.2666258493227585
1137,0.6924053932327989
914,0.37536533201660977
634,0.3507157158804314
184,0.013309592975031918
431,0.08658840533480978
1413,0.2426702489774013
1438,0.6159331709685315
1361,0.05805439622855512
326,0.10262997237665096
19,0.22535002375897265
726,0.06762923051053174
330,0.04685668009048872
353,0.10803512860168396
1074,0.11618295050888432
1360,0.40761297534000657
412,0.003541595990691815
1149,0.05952912240253732
649,0.004174358305671534
1279,0.1536059510375846
638,0.3504336856440495
18,0.0074651823934725105
500,0.0935355290368922
1099,0.041565661535244075
1075,0.017687134021138435
53,0.19368923891800258
632,0.3563011973593555
874,0.05210899913270905
342,0.05616780318625325
47,0.2883594045600211
459,0.11502096771758358
748,0.8104236533566368
609,0.020425610450347683
989,0.21426911193845818
1038,0.06896796867379594
473,0.0033061838871644754
711,0.6031851580556059
717,0.5487082540414168
140,0.25769577814082417
1123,0.18415098697585364
39,0.035735688889488616
1368,0.22813269927819824
1026,0.05793974635342729
322,0.04408615249247605
742,0.09962039246333504
935,0.0029038444054730493
479,0.3042864351427447
1236,0.40826038458303604
1079,0.06605341889699112
461,0.07004916812710232
58,0.007498596306963921
241,0.20609471352270056
1103,0.10068257481839324
783,0.014084924402015486
1399,0.009944925432306646
56,0.04872889475153187
665,0.2769148517269202
575,0.2700736067593068
505,0.15189109509441878
443,0.42209928029270655
1283,0.010413633121971045
516,0.08746507320139396
29,0.035693189448815214
270,0.010532699932247766
924,0.13516511830477543
1288,0.0026418251617206655
985,0.2297320787727386
1327,0.001627384324268553
1439,0.01911779376134668
481,0.11471321637635953
124,0.6837722371941282
198,0.06063076880227238
1229,0.10234923274896647
